epsilon,U,U_xi
1e-08,0.00042378313974653043,0.0004237831608924813
1e-08,0.0004246315542027873,0.00042463157546748575
1e-08,0.000425481667175889,0.00042548168856003236
1e-08,0.0004263334820772488,0.0004263335035815389
1e-08,0.000427187002320649,0.00042718702394579195
1e-08,0.0004280422313198721,0.0004280422530665779
1e-08,0.00042889917248869954,0.00042889919435768267
1e-08,0.0004297578292442267,0.0004297578512362058
1e-08,0.0004306182050273234,0.0004306182271430214
1e-08,0.0004314803032892427,0.00043148032552938696
1e-08,0.00043234412748127985,0.0004323441498466018
1e-08,0.00043320968105473083,0.0004332097035459667
1e-08,0.0004340769674611506,0.00043407699007904065
1e-08,0.0004349459901664297,0.00043494601291171864
1e-08,0.000435816752658011,0.0004358167755314481
1e-08,0.0004366892584251171,0.0004366892814274561
1e-08,0.00043756351095696963,0.0004375635340889688
1e-08,0.0004384395137427911,0.0004384395370052131
1e-08,0.00043931727027616104,0.00043931729366977323
1e-08,0.00044019678407570607,0.00044019680760128035
1e-08,0.00044107805866898007,0.00044107808232729284
1e-08,0.00044196109758354806,0.00044196112137538055
1e-08,0.0004428459043469739,0.00044284592827311184
1e-08,0.0004437324824872869,0.0004437325065485208
1e-08,0.0004446208355489931,0.0004446208597461182
1e-08,0.0004455109670971338,0.0004455109914309499
1e-08,0.00044640288069803694,0.00044640290516934897
1e-08,0.0004472965799180317,0.00044729660452764915
1e-08,0.0004481920683234468,0.00044819209307218416
1e-08,0.00044908934948623445,0.0004490893743749107
1e-08,0.0004499884270043821,0.0004499884520338216
1e-08,0.00045088930448340854,0.00045088932965444025
1e-08,0.0004517919855288325,0.00045179201084229046
1e-08,0.00045269647374617325,0.0004526964992028965
1e-08,0.0004536027727417107,0.0004536027983425432
1e-08,0.00045451088614038274,0.0004545109118861736
1e-08,0.00045542081758643714,0.0004554208434780403
1e-08,0.0004563325707250137,0.0004563325967632886
1e-08,0.00045724614920125125,0.00045724617538706237
1e-08,0.0004581615566602901,0.00045816158299450674
1e-08,0.00045907879675440255,0.0004590788232378995
1e-08,0.000459997873162547,0.00045999789979620415
1e-08,0.00046091878956991834,0.000460918816354621
1e-08,0.00046184154966171263,0.00046184157659835137
1e-08,0.0004627661571231258,0.0004627661842125964
1e-08,0.0004636926156405254,0.000463692642883729
1e-08,0.00046462092892110953,0.00046462095631895264
1e-08,0.0004655511006899875,0.0004655511282433821
1e-08,0.00046648313467285133,0.0004664831623827149
1e-08,0.0004674170345953935,0.00046741706246264907
1e-08,0.0004683528041833109,0.00046835283220888677
1e-08,0.00046929044717119794,0.0004692904753560282
1e-08,0.0004702299673206038,0.0004702299956656279
1e-08,0.0004711713683981622,0.0004711713969043255
1e-08,0.0004721146541705057,0.00047211468283875894
1e-08,0.00047305982840426805,0.0004730598572355678
1e-08,0.0004740068948677984,0.0004740069238631068
1e-08,0.00047495585735239827,0.00047495588651268335
1e-08,0.00047590671966573906,0.0004759067489919746
1e-08,0.00047685948561584587,0.00047685951510901143
1e-08,0.0004778141590107432,0.00047781418867182433
1e-08,0.00047877074365848706,0.0004787707734884752
1e-08,0.0004797292433780191,0.0004797292733779113
1e-08,0.000480689662015142,0.0004806896921859416
1e-08,0.00048165200341972647,0.0004816520337624427
1e-08,0.0004826162714416437,0.0004826163019572919
1e-08,0.0004835824699307635,0.0004835825006203649
1e-08,0.0004845506027393743,0.0004845506336039565
1e-08,0.00048552067374473153,0.000485520704785328
1e-08,0.0004864926868388217,0.0004864927180564723
1e-08,0.00048746664591382057,0.0004874666773095713
1e-08,0.0004884425548619053,0.0004884425864368084
1e-08,0.0004894204175753452,0.0004894204493304593
1e-08,0.0004904002379594807,0.0004904002698958705
1e-08,0.0004913820199460728,0.0004913820520648099
1e-08,0.0004923657674700697,0.0004923657997722313
1e-08,0.0004933514844664188,0.0004933515169530891
1e-08,0.0004943391748700674,0.0004943392075423373
1e-08,0.0004953288426192649,0.0004953288754782312
1e-08,0.0004963204916790809,0.0004963205247258474
1e-08,0.0004973141260276171,0.0004973141592632941
1e-08,0.0004983097496430623,0.0004983097830687666
1e-08,0.0004993073665036039,0.0004993074001204592
1e-08,0.0005003069805876399,0.0005003070143967765
1e-08,0.0005013085958889778,0.0005013086298915328
1e-08,0.0005023122164270925,0.0005023122506242097
1e-08,0.0005033178462238873,0.0005033178806167174
1e-08,0.0005043254893012668,0.0005043255238909676
1e-08,0.0005053351496811353,0.0005053351844688714
1e-08,0.0005063468313897945,0.0005063468663767372
1e-08,0.0005073605384819936,0.0005073605736693216
1e-08,0.000508376275023805,0.0005083763104127036
1e-08,0.0005093940450813291,0.0005093940806729912
1e-08,0.0005104138527206667,0.000510413888516292
1e-08,0.0005114357020083192,0.0005114357380091148
1e-08,0.0005124595970286506,0.0005124596332358307
1e-08,0.0005134855418906485,0.0005134855783054343
1e-08,0.0005145135407050954,0.0005145135773287158
1e-08,0.0005155435975827745,0.0005155436344164658
1e-08,0.0005165757166344674,0.000516575753679473
1e-08,0.0005176099019766878,0.0005176099392342587
1e-08,0.0005186461577557384,0.0005186461952271328
1e-08,0.0005196844881275702,0.0005196845258140544
1e-08,0.0005207248972481384,0.0005207249351509859
1e-08,0.0005217673892733989,0.000521767427393891
1e-08,0.0005228119683599943,0.0005228120066994199
1e-08,0.0005238586386849563,0.0005238586772446118
1e-08,0.0005249074044486329,0.0005249074432298227
1e-08,0.0005259582698526503,0.0005259583088566862
1e-08,0.0005270112390986331,0.0005270112783268355
1e-08,0.0005280663163882073,0.0005280663558419041
1e-08,0.0005291235059303302,0.0005291235456108571
1e-08,0.0005301828119647314,0.0005301828518734323
1e-08,0.0005312442387392074,0.0005312442788774342
1e-08,0.0005323077905015551,0.0005323078308706677
1e-08,0.00053337347149957,0.0005333735121009368
1e-08,0.0005344412859821405,0.0005344413268171376
1e-08,0.0005355112382210889,0.0005355112792911008
1e-08,0.0005365833325100288,0.0005365833738164483
1e-08,0.0005376575731434344,0.0005376576146876627
1e-08,0.0005387339644157813,0.0005387340061992281
1e-08,0.0005398125106215462,0.0005398125526456296
1e-08,0.0005408932160644398,0.0005408932583305858
1e-08,0.0005419760850794931,0.0005419761275891373
1e-08,0.0005430611220083742,0.0005430611647629599
1e-08,0.0005441483311927495,0.0005441483741937292
1e-08,0.0005452377169742866,0.0005452377602231213
1e-08,0.0005463292836962895,0.0005463293271944489
1e-08,0.0005474230357275129,0.0005474230794764753
1e-08,0.0005485189774567886,0.0005485190214580415
1e-08,0.0005496171132734942,0.0005496171575285339
1e-08,0.0005507174475670059,0.0005507174920773377
1e-08,0.0005518199847267174,0.0005518200294938557
1e-08,0.000552924729153439,0.000552924774178907
1e-08,0.0005540316852794195,0.0005540317305647496
1e-08,0.0005551408575422696,0.0005551409030890033
1e-08,0.0005562522503796014,0.0005562522961892896
1e-08,0.0005573658682290263,0.0005573659143032296
1e-08,0.0005584817155305111,0.0005584817618707985
1e-08,0.0005595997967518936,0.0005595998433598441
1e-08,0.000560720116379236,0.000560720163256438
1e-08,0.0005618426788989147,0.0005618427260469659
1e-08,0.0005629674887973062,0.0005629675362178144
1e-08,0.0005640945505608489,0.0005640945982554311
1e-08,0.0005652238686898295,0.0005652239166601123
1e-08,0.0005663554477156745,0.0005663554959632942
1e-08,0.0005674892921740607,0.0005674893407006639
1e-08,0.0005686254066006638,0.0005686254554079068
1e-08,0.0005697637955311613,0.00056976384462071
1e-08,0.000570904463504497,0.0005709045128780276
1e-08,0.0005720474150897603,0.0005720474647489585
1e-08,0.0005731926548723103,0.0005731927048188727
1e-08,0.0005743401874376665,0.0005743402376732995
1e-08,0.000575490017371348,0.0005754900678977679
1e-08,0.0005766421492590358,0.0005766422000779697
1e-08,0.0005777965877028933,0.0005777966388160784
1e-08,0.0005789533373355396,0.0005789533887447234
1e-08,0.0005801124027928833,0.0005801124544998241
1e-08,0.0005812737887108342,0.0005812738407173005
1e-08,0.0005824374997252997,0.0005824375520330708
1e-08,0.0005836035404765978,0.0005836035930874636
1e-08,0.0005847719156372396,0.0005847719685530007
1e-08,0.0005859426298940141,0.0005859426831164819
1e-08,0.000587115687933773,0.0005871157414647697
1e-08,0.000588291094443369,0.000588291148284728
1e-08,0.00058946885410999,0.0005894689082635552
1e-08,0.0005906489716401033,0.0005906490261077302
1e-08,0.0005918314517695889,0.0005918315065531435
1e-08,0.0005930162992368029,0.0005930163543381629
1e-08,0.0005942035187801016,0.0005942035742011558
1e-08,0.0005953931151378413,0.0005953931708804898
1e-08,0.0005965850930541863,0.0005965851491203406
1e-08,0.0005977794573072513,0.0005977795136988341
1e-08,0.000598976212687445,0.0005989762694063907
1e-08,0.000600175363985193,0.0006001754210334481
1e-08,0.0006013769159909199,0.0006013769733704419
1e-08,0.0006025808734956573,0.0006025809312084157
1e-08,0.0006037872413126238,0.0006037872993605997
1e-08,0.0006049960242830881,0.0006049960826682748
1e-08,0.0006062072272501164,0.000606207285974519
1e-08,0.0006074208550567764,0.0006074209141224119
1e-08,0.0006086369125461348,0.0006086369719550325
1e-08,0.0006098554045687645,0.0006098554643229656
1e-08,0.0006110763360105656,0.0006110763961121237
1e-08,0.0006122997117678244,0.0006122997722188054
1e-08,0.0006135255367368283,0.0006135255975393104
1e-08,0.0006147538158138651,0.0006147538769699392
1e-08,0.0006159845538962206,0.0006159846154079897
1e-08,0.0006172177559063328,0.000617217817775913
1e-08,0.0006184534267930434,0.0006184534890225633
1e-08,0.0006196915715064453,0.0006196916340980459
1e-08,0.000620932194996629,0.0006209322579524649
1e-08,0.0006221753022136877,0.0006221753655359258
1e-08,0.0006234208981172455,0.0006234209618080658
1e-08,0.0006246689877031775,0.000624669051764773
1e-08,0.0006259195759759709,0.0006259196404105479
1e-08,0.0006271726679401145,0.0006271727327498927
1e-08,0.0006284282686000968,0.0006284283337873089
1e-08,0.0006296863829619512,0.0006296864485288435
1e-08,0.0006309470160598205,0.0006309470820086527
1e-08,0.0006322101729523665,0.0006322102392854116
1e-08,0.000633475858699071,0.0006334759254186161
1e-08,0.0006347440783594172,0.0006347441454677629
1e-08,0.0006360148369928925,0.0006360149044923527
1e-08,0.0006372881396708919,0.0006372882075637951
1e-08,0.0006385639915014657,0.000638564059790154
1e-08,0.0006398423975996952,0.0006398424662865252
1e-08,0.00064112336308066,0.0006411234321680016
1e-08,0.0006424068930594412,0.0006424069625496794
1e-08,0.0006436929926533892,0.0006436930625489225
1e-08,0.0006449816670108583,0.0006449817373141
1e-08,0.0006462729213026374,0.0006462729920160153
1e-08,0.0006475667607000171,0.0006475668318259736
1e-08,0.0006488631903742874,0.0006488632619152792
1e-08,0.0006501622154967763,0.0006501622874552753
1e-08,0.0006514638412534019,0.0006514639136318946
1e-08,0.0006527680728666478,0.0006527681456676351
1e-08,0.0006540749155646307,0.0006540749887906295
1e-08,0.0006553843745754683,0.00065538444822901
1e-08,0.0006566964551272757,0.0006566965292109071
1e-08,0.0006580111624513777,0.0006580112369676606
1e-08,0.0006593285018128557,0.0006593285767643673
1e-08,0.0006606484784970053,0.0006606485538863384
1e-08,0.0006619710977893952,0.0006619711736191581
1e-08,0.0006632963649755925,0.0006632964412484095
1e-08,0.0006646242853412837,0.0006646243620597945
1e-08,0.0006659548641896976,0.0006659549413565572
1e-08,0.0006672881068600665,0.0006672881844779466
1e-08,0.0006686240186960404,0.0006686240967676286
1e-08,0.0006699626050412708,0.0006699626835692708
1e-08,0.000671303871239409,0.0006713039502265406
1e-08,0.0006726478226384965,0.0006726479020874955
1e-08,0.0006739944646228707,0.0006739945445364898
1e-08,0.0006753438025947786,0.000675343882975787
1e-08,0.0006766958419565924,0.0006766959228077758
1e-08,0.0006780505881106847,0.0006780506694348455
1e-08,0.000679408046459696,0.0006794081282596534
1e-08,0.0006807682224269789,0.0006807683047055686
1e-08,0.0006821311214708933,0.0006821312042309689
1e-08,0.0006834967490531787,0.0006834968322976101
1e-08,0.000684865110635572,0.0006848651943672469
1e-08,0.0006862362116798121,0.0006862362959016352
1e-08,0.0006876100576534932,0.0006876101423683867
1e-08,0.0006889866540627511,0.0006889867392736546
1e-08,0.000690366006429298,0.0006903660921391689
1e-08,0.0006917481202748917,0.0006917482064867052
1e-08,0.0006931330011212891,0.0006931330878380383
1e-08,0.0006945206544907691,0.0006945207417154647
1e-08,0.0006959110859296463,0.0006959111736653173
1e-08,0.0006973043010178537,0.0006973043892675472
1e-08,0.0006987003053378268,0.000698700394104608
1e-08,0.000700099104472001,0.0007000991937589542
1e-08,0.0007015007040028109,0.0007015007938130384
1e-08,0.000702905109520335,0.0007029051998569577
1e-08,0.0007043123266550502,0.0007043124175212074
1e-08,0.0007057223610507295,0.0007057224524495799
1e-08,0.0007071352183511518,0.0007071353102858732
1e-08,0.0007085509042000984,0.0007085509966738871
1e-08,0.0007099694242422486,0.0007099695172583201
1e-08,0.0007113907841497502,0.0007113908777113398
1e-08,0.0007128149896266172,0.0007128150837369788
1e-08,0.0007142420463786494,0.0007142421410410573
1e-08,0.0007156719601116464,0.0007156720553293945
1e-08,0.0007171047365314084,0.0007171048323078097
1e-08,0.0007185403813535275,0.000718540477691915
1e-08,0.0007199789003353706,0.0007199789972390977
1e-08,0.0007214202992454383,0.0007214203967178783
1e-08,0.0007228645838522311,0.0007228646818967779
1e-08,0.0007243117599242481,0.0007243118585443157
1e-08,0.0007257618332314258,0.0007257619324304484
1e-08,0.0007272148095746318,0.0007272149093560643
1e-08,0.0007286706947845454,0.0007286707951518636
1e-08,0.0007301294946930551,0.0007301295956497558
1e-08,0.0007315912151320517,0.0007315913166816525
1e-08,0.0007330558619334261,0.0007330559640794661
1e-08,0.0007345234409414174,0.0007345235436874561
1e-08,0.000735993958042834,0.0007359940613924527
1e-08,0.0007374674191336525,0.0007374675230904544
1e-08,0.0007389438301098494,0.0007389439346774588
1e-08,0.0007404231968674014,0.0007404233020494648
1e-08,0.000741905525304447,0.000741905631104632
1e-08,0.0007433908213534845,0.0007433909277754815
1e-08,0.0007448790909745103,0.0007448791980220314
1e-08,0.0007463703401282918,0.0007463704478050718
1e-08,0.0007478645747755945,0.0007478646830853903
1e-08,0.0007493618008772049,0.0007493619098237959
1e-08,0.0007508620244091982,0.0007508621339963864
1e-08,0.0007523652513904232,0.0007523653616220338
1e-08,0.0007538714878471481,0.0007538715987270291
1e-08,0.0007553807398056427,0.0007553808513376652
1e-08,0.0007568930132921763,0.0007568931254802348
1e-08,0.0007584083143361371,0.0007584084271841492
1e-08,0.00075992664900458,0.0007599267625164863
1e-08,0.0007614480233895487,0.0007614481375693146
1e-08,0.0007629724435835349,0.000762972558435149
1e-08,0.0007644999156790309,0.0007645000312065061
1e-08,0.0007660304457686058,0.0007660305619759785
1e-08,0.0007675640399634013,0.0007675641568547322
1e-08,0.0007691007044169683,0.0007691008219963427
1e-08,0.000770640445288749,0.000770640563560277
1e-08,0.0007721832687381838,0.0007721833877059998
1e-08,0.000773729180924715,0.0007737293005929783
1e-08,0.0007752781880121229,0.0007752783083850177
1e-08,0.0007768302962049652,0.0007768304172867009
1e-08,0.0007783855117301395,0.0007783856335249507
1e-08,0.0007799438408147738,0.0007799439633269209
1e-08,0.0007815052896859955,0.0007815054129197643
1e-08,0.0007830698645711397,0.0007830699885308412
1e-08,0.0007846375717196765,0.0007846376964096479
1e-08,0.0007862084174225948,0.0007862085428471994
