epsilon,U,U_xi
1e-08,0.00013799560484436879,0.00013799560619130207
1e-08,0.0001382718722335978,0.00013827187358586603
1e-08,0.0001385486927158966,0.0001385486940735263
1e-08,0.000138826067395786,0.00013882606875880392
1e-08,0.0001391039973777861,0.00013910399874621904
1e-08,0.00013938248376723104,0.00013938248514110601
1e-08,0.00013966152767973068,0.0001396615290590749
1e-08,0.00013994113023792505,0.0001399411316227658
1e-08,0.00014022129256459042,0.0001402212939549551
1e-08,0.0001405020157825037,0.00014050201717842
1e-08,0.0001407833010144409,0.00014078330241593657
1e-08,0.000141065149383179,0.000141065150790282
1e-08,0.00014134756201149426,0.00014134756342423262
1e-08,0.00014163054002244008,0.00014163054144084207
1e-08,0.000141914084547347,0.00014191408597144102
1e-08,0.00014219819672702864,0.00014219819815684327
1e-08,0.00014248287770281994,0.00014248287913838385
1e-08,0.00014276812861605497,0.00014276813005739707
1e-08,0.00014305395060806785,0.0001430539520552172
1e-08,0.00014334034482019344,0.00014334034627317923
1e-08,0.00014362731239376584,0.00014362731385261746
1e-08,0.00014391485447040793,0.00014391485593515487
1e-08,0.0001442029722014429,0.00014420297367211498
1e-08,0.00014449166674475734,0.0001444916682213843
1e-08,0.00014478093925737777,0.00014478094073998974
1e-08,0.0001450707908963302,0.0001450707923849573
1e-08,0.0001453612228186404,0.00014536122431331312
1e-08,0.00014565223618239113,0.00014565223768313993
1e-08,0.00014594383215365146,0.00014594383366050713
1e-08,0.00014623601190214306,0.00014623601341513646
1e-08,0.00014652877659760699,0.0001465287781167692
1e-08,0.00014682212740978336,0.0001468221289351456
1e-08,0.00014711606550848902,0.00014711606704008275
1e-08,0.0001474105920682583,0.0001474105936061151
1e-08,0.00014770570827103672,0.00014770570981518835
1e-08,0.00014800141529941954,0.000148001416849898
1e-08,0.00014829771433600125,0.00014829771589283864
1e-08,0.00014859460656337637,0.00014859460812660503
1e-08,0.00014889209316553645,0.00014889209473518885
1e-08,0.00014919017533491128,0.00014919017691102015
1e-08,0.0001494888542670862,0.00014948885584968437
1e-08,0.00014978813115765116,0.00014978813274677167
1e-08,0.00015008800720219594,0.00015008800879787212
1e-08,0.0001503884835964508,0.00015038848519871603
1e-08,0.0001506895615415879,0.00015068956315047576
1e-08,0.000150991242245861,0.00015099124386140533
1e-08,0.00015129352691799902,0.0001512935285402338
1e-08,0.0001515964167667299,0.00015159641839568934
1e-08,0.00015189991300078252,0.00015189991463650102
1e-08,0.00015220401683069392,0.0001522040184732061
1e-08,0.00015250872947580207,0.00015250873112514262
1e-08,0.0001528140521581179,0.00015281405381432182
1e-08,0.00015311998609965214,0.0001531199877627546
1e-08,0.0001534265325224155,0.00015342653419245193
1e-08,0.00015373369264865252,0.00015373369432565846
1e-08,0.0001540414677067902,0.00015404146939080143
1e-08,0.0001543498589319364,0.00015434986062298886
1e-08,0.00015465886755953038,0.0001546588692576603
1e-08,0.00015496849482501146,0.0001549684965302552
1e-08,0.00015527874196381972,0.0001552787436762139
1e-08,0.00015558961021369764,0.00015558961193327906
1e-08,0.0001559011008214383,0.000155901102548244
1e-08,0.0001562132150360579,0.00015621321677012503
1e-08,0.00015652595410657163,0.00015652595584793766
1e-08,0.00015683931928199568,0.0001568393210306982
1e-08,0.00015715331181170852,0.00015715331356778547
1e-08,0.00015746793295201488,0.0001574679347155043
1e-08,0.0001577831839654358,0.000157783185736376
1e-08,0.00015809906611471207,0.00015809906789314153
1e-08,0.00015841558066258436,0.0001584155824485418
1e-08,0.0001587327288717953,0.00015873273066531967
1e-08,0.00015905051200797103,0.00015905051380910157
1e-08,0.00015936893134591088,0.00015936893315468683
1e-08,0.00015968798816223164,0.00015968798997869274
1e-08,0.00016000768373355015,0.00016000768555773627
1e-08,0.0001603280193364842,0.00016032802116843536
1e-08,0.0001606489962481878,0.00016064899808794424
1e-08,0.00016097061575346923,0.00016097061760107157
1e-08,0.00016129287914283888,0.0001612928809983278
1e-08,0.00016161578770694195,0.00016161578957035847
1e-08,0.00016193934273642474,0.0001619393446078101
1e-08,0.0001622635455219404,0.00016226354740133607
1e-08,0.00016258839735768787,0.0001625883992451355
1e-08,0.00016291389954703456,0.00016291390144257617
1e-08,0.00016324005339480885,0.0001632400552984865
1e-08,0.00016356686020583885,0.00016356686211769508
1e-08,0.0001638943212849538,0.00016389432320503117
1e-08,0.00016422243793774474,0.00016422243986608618
1e-08,0.0001645512114781545,0.00016455121341480317
1e-08,0.0001648806432252743,0.00016488064517027352
1e-08,0.000165210734498271,0.0001652107364516645
1e-08,0.00016554148661631236,0.00016554148857814399
1e-08,0.00016587290089859066,0.00016587290286890457
1e-08,0.00016620497866857357,0.00016620498064741414
1e-08,0.00016653772125877454,0.00016653772324618638
1e-08,0.00016687113000285632,0.0001668711319988844
1e-08,0.00016720520623448294,0.0001672052082391724
1e-08,0.00016753995128731747,0.00016753995330071373
1e-08,0.0001678753664960723,0.000167875368518221
1e-08,0.000168211453204457,0.00016821145523540412
1e-08,0.00016854821276075406,0.00016854821480054573
1e-08,0.00016888564651328206,0.00016888564856196481
1e-08,0.00016922375581036048,0.00016922375786798102
1e-08,0.00016956254200036782,0.00016956254406697317
1e-08,0.00016990200643674503,0.00016990200851238244
1e-08,0.00017024215048174387,0.0001702421525664609
1e-08,0.0001705829754984995,0.00017058297759234395
1e-08,0.00017092448285014795,0.00017092448495316785
1e-08,0.00017126667389982426,0.00017126667601206804
1e-08,0.00017160955001206855,0.00017160955213358484
1e-08,0.00017195311256099245,0.00017195311469183011
1e-08,0.0001722973629246969,0.0001722973650649052
1e-08,0.0001726423024812973,0.0001726423046309257
1e-08,0.00017298793260890817,0.00017298793476800645
1e-08,0.0001733342546857628,0.00017333425685438095
1e-08,0.00017368127009598488,0.00017368127227417328
1e-08,0.00017402898023217487,0.00017402898241998416
1e-08,0.00017437738648759125,0.0001743773886850723
1e-08,0.0001747264902554934,0.0001747264924626974
1e-08,0.00017507629292913936,0.00017507629514611792
1e-08,0.00017542679590362806,0.00017542679813043288
1e-08,0.0001757780005841095,0.0001757780028207927
1e-08,0.0001761299083791497,0.0001761299106257637
1e-08,0.00017648252069731846,0.00017648252295391595
1e-08,0.0001768358389471846,0.00017683584121381857
1e-08,0.0001771898645375251,0.00017718986681424884
1e-08,0.00017754459888386334,0.00017754460117073049
1e-08,0.00017790004340977424,0.00017790004570683875
1e-08,0.00017825619953930628,0.00017825620184662235
1e-08,0.0001786130686965069,0.000178613071014129
1e-08,0.0001789706523054235,0.00017897065463340657
1e-08,0.00017932895179246779,0.000179328954130867
1e-08,0.00017968796859446734,0.00017968797094333814
1e-08,0.0001800477041511182,0.00018004770651051648
1e-08,0.00018040815990211755,0.00018040816227209933
1e-08,0.00018076933728716123,0.00018076933966778303
1e-08,0.00018113123774628223,0.00018113124013760081
1e-08,0.00018149386272712535,0.00018149386512919785
1e-08,0.00018185721368488424,0.00018185721609776805
1e-08,0.00018222129207507673,0.00018222129449882964
1e-08,0.00018258609935321968,0.0001825861017878998
1e-08,0.0001829516369748301,0.00018295163942049584
1e-08,0.00018331790639841288,0.00018331790885512303
1e-08,0.00018368490909311148,0.00018368491156092514
1e-08,0.0001840526465304383,0.00018405264900941493
1e-08,0.00018442112018190473,0.0001844211226721041
1e-08,0.0001847903315190221,0.0001847903340205044
1e-08,0.0001851602820138131,0.00018516028452663882
1e-08,0.00018553097314677233,0.00018553097567100224
1e-08,0.0001859024064053746,0.00018590240894106994
1e-08,0.00018627458327730162,0.00018627458582452387
1e-08,0.00018664750525023503,0.0001866475078090461
1e-08,0.0001870211738118611,0.00018702117638232327
1e-08,0.00018739559045357463,0.00018739559303575056
1e-08,0.00018777075667748328,0.00018777075927143587
1e-08,0.0001881466739876177,0.00018814667659341035
1e-08,0.00018852334388800725,0.00018852334650570362
1e-08,0.0001889007678826826,0.00018890077051234678
1e-08,0.0001892789474764135,0.00018927895011810995
1e-08,0.0001896578841832776,0.00018965788683707115
1e-08,0.00019003757952371046,0.00019003758218966624
1e-08,0.00019041803501826932,0.00019041803769645298
1e-08,0.00019079925218751158,0.000190799254877989
1e-08,0.00019118123255201195,0.00019118123525484947
1e-08,0.000191563977636863,0.00019156398035212734
1e-08,0.0001919474889778016,0.00019194749170555985
1e-08,0.00019233176811209437,0.00019233177085241406
1e-08,0.0001927168165770078,0.00019271681932995677
1e-08,0.00019310263590980957,0.00019310263867545612
1e-08,0.000193489227648801,0.00019348923042721372
1e-08,0.000193876593342379,0.00019387659613362703
1e-08,0.0001942647345446399,0.0001942647373487927
1e-08,0.00019465365280974282,0.0001946536556268702
1e-08,0.0001950433496918482,0.0001950433525220205
1e-08,0.00019543382674516098,0.00019543382958844884
1e-08,0.00019582508552928814,0.00019582508838576271
1e-08,0.00019621712761427705,0.00019621713048400974
1e-08,0.00019660995457136557,0.00019660995745442836
1e-08,0.00019700356797179168,0.0001970035708682569
1e-08,0.0001973979693867944,0.0001973979722967348
1e-08,0.00019779316038901588,0.00019779316331250456
1e-08,0.00019818914256191308,0.00019818914549902375
1e-08,0.0001985859174939626,0.00019858592044476921
1e-08,0.00019898348677366854,0.0001989834897382456
1e-08,0.0001993818519895361,0.00019938185496795848
1e-08,0.00019978101473016734,0.0001997810177225103
1e-08,0.00020018097659050787,0.0002001809795968472
1e-08,0.0002005817391756158,0.00020058174219602778
1e-08,0.0002009833040914509,0.0002009833071260121
1e-08,0.00020138567294397422,0.00020138567599276176
1e-08,0.00020178884733914587,0.00020178885040223726
1e-08,0.0002021928288847862,0.0002021928319622594
1e-08,0.00020259761920015336,0.00020259762229208686
1e-08,0.0002030032199088469,0.00020300322301531953
1e-08,0.00020340963263447453,0.0002034096357555657
1e-08,0.00020381685900064522,0.00020381686213643475
1e-08,0.00020422490063114808,0.00020422490378171622
1e-08,0.00020463375915710054,0.00020463376232252804
1e-08,0.00020504343621929018,0.00020504343939965826
1e-08,0.00020545393345916652,0.00020545393665455684
1e-08,0.00020586525251818007,0.00020586525572867484
1e-08,0.0002062773950377804,0.0002062773982634622
1e-08,0.00020669036266183054,0.00020669036590278253
1e-08,0.0002071041570461336,0.0002071041603024394
1e-08,0.00020751877985017544,0.00020751878312191913
1e-08,0.00020793423273344437,0.00020793423602071052
1e-08,0.0002083505173554276,0.0002083505206583013
1e-08,0.0002087676353759177,0.00020876763869448448
1e-08,0.00020918558846304213,0.00020918559179738806
1e-08,0.00020960437829405866,0.0002096043816442703
1e-08,0.00021002400654669044,0.00021002400991285491
1e-08,0.0002104444748986617,0.00021044447828086655
1e-08,0.00021086578502769524,0.00021086578842602856
1e-08,0.00021128793861459235,0.00021128794202914276
1e-08,0.0002117109373524445,0.00021171094078330108
1e-08,0.0002121347829374112,0.00021213478638466358
1e-08,0.000212559477065653,0.00021255948052939142
1e-08,0.00021298502143332948,0.00021298502491364456
1e-08,0.00021341141773707835,0.00021341142123406132
1e-08,0.00021383866768288277,0.00021383867119662535
1e-08,0.00021426677298523058,0.00021426677651582507
1e-08,0.00021469573535892137,0.00021469573890646058
1e-08,0.00021512555651875354,0.00021512556008333085
1e-08,0.00021555623817952666,0.00021555624176123594
1e-08,0.0002159877820599005,0.00021598778565883628
1e-08,0.00021642018989100374,0.00021642019350726096
1e-08,0.0002168534634064785,0.00021685346704015276
1e-08,0.00021728760433996821,0.00021728760799115559
1e-08,0.0002177226144251146,0.00021772261809391177
1e-08,0.00021815849539627113,0.00021815849908277536
1e-08,0.00021859524899812716,0.0002185952527024362
1e-08,0.00021903287698318312,0.00021903288070539538
1e-08,0.00021947138110413317,0.00021947138484434766
1e-08,0.00021991076311367035,0.00021991076687198654
1e-08,0.0002203510247644969,0.00022035102854101496
1e-08,0.00022079216781406693,0.0002207921716088875
1e-08,0.00022123419403230986,0.00022123419784553426
1e-08,0.00022167710519118008,0.00022167710902291018
1e-08,0.00022212090306263075,0.00022212090691296903
1e-08,0.00022256558941861505,0.00022256559328766458
1e-08,0.00022301116603209905,0.00022301116991996347
1e-08,0.00022345763468733593,0.0002234576385941196
1e-08,0.00022390499717564254,0.0002239050011014503
1e-08,0.00022435325528844514,0.00022435325923338245
1e-08,0.00022480241081716823,0.0002248024147813413
1e-08,0.00022525246555327,0.00022525246953678554
1e-08,0.0002257034212939439,0.00022570342529690927
1e-08,0.00022615527984870532,0.0002261552838712285
1e-08,0.00022660804302866624,0.00022660804707085586
1e-08,0.00022706171264493747,0.00022706171670690284
1e-08,0.00022751629050862986,0.00022751629459048084
1e-08,0.00022797177843224967,0.0002279717825340968
1e-08,0.0002284281782404745,0.00022842818236242898
1e-08,0.00022888549176426612,0.00022888549590643982
1e-08,0.00022934372083463752,0.0002293437249971429
1e-08,0.0002298028672826016,0.00022980287146555185
1e-08,0.0002302629329392498,0.00023026293714275864
1e-08,0.00023072391964247242,0.00023072392386665444
1e-08,0.00023118582924217578,0.00023118583348714613
1e-08,0.00023164866358949492,0.00023164866785536936
1e-08,0.00023211242453556312,0.0002321124288224582
1e-08,0.0002325771139315154,0.00023257711823954837
1e-08,0.00023304273363035577,0.0002330427379596444
1e-08,0.000233509285498051,0.00023350928984871395
1e-08,0.00023397677140605844,0.0002339767757782149
1e-08,0.00023444519322585378,0.00023444519761962375
1e-08,0.0002349145528289127,0.00023491455724441678
1e-08,0.0002353848520868662,0.00023538485652422586
1e-08,0.0002358560928792669,0.00023585609733860422
1e-08,0.00023632827709724053,0.00023632828157867827
1e-08,0.00023680140663282826,0.0002368014111364899
1e-08,0.00023727548337807122,0.00023727548790408108
1e-08,0.00023775050922501183,0.00023775051377349484
1e-08,0.0002382264860681434,0.00023822649063922526
1e-08,0.00023870341581558953,0.0002387034204093967
1e-08,0.00023918130038017848,0.00023918130499683813
1e-08,0.0002396601416747428,0.00023966014631438288
1e-08,0.00024013994161211643,0.00024013994627486562
1e-08,0.00024062070210540405,0.00024062070679139184
1e-08,0.00024110242507679574,0.00024110242978615223
1e-08,0.00024158511245948535,0.00024158511719234158
1e-08,0.00024206876618732513,0.00024206877094381274
1e-08,0.00024255338819416882,0.00024255339297442032
1e-08,0.00024303898041386899,0.00024303898521801774
1e-08,0.0002435255447834335,0.00024352554961161351
1e-08,0.00024401308325400952,0.00024401308810635566
1e-08,0.00024450159778070037,0.0002445016026573483
1e-08,0.00024499109031860943,0.0002449910952196956
1e-08,0.0002454815628228417,0.00024548156774850324
1e-08,0.0002459730172489415,0.0002459730221993166
1e-08,0.0002464654555627198,0.00024646546053794726
1e-08,0.0002469588797403109,0.00024695888474053043
1e-08,0.00024745329175830286,0.0002474532967836549
1e-08,0.0002479486935932848,0.0002479486986439107
1e-08,0.00024844508722184484,0.00024844509229788675
1e-08,0.0002489424746245639,0.00024894247972616476
1e-08,0.0002494408577964815,0.00024944086292378513
1e-08,0.00024994023873590543,0.0002499402438890566
1e-08,0.00025044061944114567,0.0002504406246202898
1e-08,0.0002509420019105107,0.0002509420071157942
1e-08,0.00025144438814298225,0.00025144439337455236
1e-08,0.00025194778014898033,0.00025194778540698525
1e-08,0.00025245217994847947,0.00025245218523306805
1e-08,0.00025295758956174724,0.00025295759487306937
1e-08,0.00025346401100905273,0.0002534640163472592
1e-08,0.0002539714463106674,0.00025397145167590975
1e-08,0.00025447989749183037,0.0002544799028842611
1e-08,0.0002549893665923513,0.00025498937201212397
1e-08,0.00025549985565469864,0.00025549986110196736
1e-08,0.00025601136672134166,0.0002560113721962618
1e-08,0.00025652390183474884,0.0002565239073374765
1e-08,0.00025703746303836785,0.0002570374685690602
1e-08,0.00025755205238822427,0.000257552057947039
1e-08,0.0002580676719490555,0.00025806767753615165
1e-08,0.00025858432378577555,0.00025858432940131305
1e-08,0.0002591020099632973,0.000259102015607437
1e-08,0.0002596207325465538,0.0002596207382194572
1e-08,0.00026014049360653825,0.0002601404993083682
1e-08,0.000260661295228734,0.0002606613009596541
1e-08,0.00026118313950074473,0.0002611831452609196
1e-08,0.00026170602851017583,0.00026170603429977104
1e-08,0.0002622299643446306,0.00026222997016381273
1e-08,0.0002627549490930876,0.0002627549549420242
1e-08,0.0002632809848581774,0.0002632809907370369
1e-08,0.0002638080737503521,0.00026380807965930403
1e-08,0.00026433621788015733,0.0002643362238193722
1e-08,0.00026486541935813733,0.0002648654253277868
1e-08,0.00026539568029489445,0.00026539568629515095
1e-08,0.0002659270028082851,0.00026592700883932213
1e-08,0.00026645938903039143,0.00026645939509238365
1e-08,0.00026699284109495195,0.0002669928471880749
1e-08,0.0002675273611357036,0.0002675273672601338
1e-08,0.00026806295128638295,0.0002680629574422983
1e-08,0.0002685996136825967,0.0002685996198701758
1e-08,0.00026913735047458774,0.0002691373566940104
1e-08,0.0002696761638195001,0.0002696761700709471
1e-08,0.00027021605587451946,0.0002702160621581728
1e-08,0.00027075702879682977,0.0002707570351128723
1e-08,0.00027129908474374297,0.0002712990910923589
1e-08,0.00027184222588109806,0.0002718422322624724
1e-08,0.00027238645438852827,0.00027238646080284727
1e-08,0.0002729317724469245,0.00027293177889437556
1e-08,0.0002734781822371761,0.0002734781887179477
1e-08,0.0002740256859401726,0.00027402569245445413
1e-08,0.0002745742857392832,0.0002745742922872655
1e-08,0.00027512398383337246,0.00027512399041524727
1e-08,0.00027567478242728437,0.0002756747890432446
1e-08,0.0002762266837258739,0.0002762266903761136
1e-08,0.000276779689933996,0.00027677969661871047
1e-08,0.0002773338032567439,0.0002773338099761294
1e-08,0.0002778890259090713,0.00027788903266332546
1e-08,0.00027844536011913904,0.0002784453669084604
1e-08,0.00027900280811603257,0.000279002814940621
1e-08,0.0002795613721288352,0.00027956137898889187
1e-08,0.00028012105438663244,0.00028012106128235954
1e-08,0.0002806818571217286,0.0002806818640533296
1e-08,0.0002812437825826222,0.00028124378955030174
1e-08,0.00028180683302289237,0.0002818068400268562
1e-08,0.00028237101069611816,0.0002823710177365734
1e-08,0.0002829363178558787,0.0002829363249330337
1e-08,0.00028350275675615507,0.0002835027638702192
1e-08,0.00028407032966215644,0.00028407033681334044
1e-08,0.0002846390388515763,0.0002846390460400922
1e-08,0.0002852088866027583,0.0002852088938288193
1e-08,0.00028577987519404587,0.0002857798824578666
1e-08,0.00028635200690378416,0.00028635201420558026
1e-08,0.0002869252840144269,0.0002869252913544154
1e-08,0.00028749970882511967,0.00028749971620351905
1e-08,0.00028807528363924344,0.0002880752910562733
1e-08,0.00028865201076017837,0.0002886520182160595
1e-08,0.0002892298924913051,0.0002892298999862598
1e-08,0.00028980893113663396,0.00028980893867088593
1e-08,0.00029038912901278136,0.00029038913658655527
1e-08,0.00029097048844800257,0.00029097049606152464
1e-08,0.00029155301177099,0.0002915530194244878
1e-08,0.00029213670131043596,0.00029213670900413835
1e-08,0.00029272155939503395,0.00029272156712917117
1e-08,0.0002933075883586391,0.0002933075961334427
1e-08,0.0002938947905520595,0.00029389479836776247
1e-08,0.0002944831683295773,0.00029448317618641393
1e-08,0.0002950727240454746,0.0002950727319436807
1e-08,0.0002956634600540328,0.00029566346799384555
1e-08,0.0002962553787104728,0.0002962553866921306
1e-08,0.0002968484823839741,0.000296848490407717
1e-08,0.0002974427734544173,0.0002974427815204866
1e-08,0.0002980382543019549,0.00029803826241059334
1e-08,0.00029863492730674,0.0002986349354581919
1e-08,0.0002992327948489369,0.00029923280304344795
1e-08,0.0002998318593150741,0.00029983186755289126
1e-08,0.0003004321231086586,0.0003004321313900306
1e-08,0.00030103358863599897,0.00030103359696117583
1e-08,0.0003016362583034035,0.00030163626667263686
1e-08,0.0003022401345171807,0.0003022401429307235
1e-08,0.0003028452196849791,0.00030284522814308585
1e-08,0.00030345151622970687,0.0003034515247326336
1e-08,0.0003040590265839602,0.0003040590351319645
1e-08,0.0003046677531804905,0.00030466776177383146
1e-08,0.0003052776984520481,0.00030527770709098625
1e-08,0.0003058888648314243,0.0003058888735162219
1e-08,0.0003065012547591062,0.00030650126349002693
1e-08,0.00030711487069236607,0.0003071148794696752
1e-08,0.0003077297150906883,0.0003077297239146526
1e-08,0.0003083457904135565,0.0003083457992844446
1e-08,0.0003089630991204554,0.00030896310803853714
1e-08,0.0003095816436727213,0.00030958165263826837
1e-08,0.0003102014265481612,0.00031020143556144674
1e-08,0.0003108224502332099,0.0003108224592945088
1e-08,0.000311444717214379,0.00031144472632396784
1e-08,0.0003120682299781798,0.00031206823913633664
1e-08,0.0003126929910112228,0.00031269300021822736
1e-08,0.00031331900280925337,0.00031331901206538705
1e-08,0.0003139462678844016,0.0003139462771899476
1e-08,0.00031457478875050304,0.00031457479810574596
1e-08,0.00031520456792139294,0.0003152045773266195
1e-08,0.00031583560791090644,0.0003158356173664045
1e-08,0.00031646791123536805,0.0003164679207414276
1e-08,0.0003171014804286587,0.0003171014899855713
1e-08,0.00031773631803220896,0.000317736327640268
1e-08,0.00031837242658747783,0.00031837243624697835
1e-08,0.00031900980863592535,0.0003190098183471641
1e-08,0.0003196484667192108,0.00031964847648248635
1e-08,0.0003202884033896519,0.00032028841320526455
1e-08,0.00032092962121535874,0.0003209296310836107
1e-08,0.00032157212276571914,0.0003215721326869143
1e-08,0.00032221591061012045,0.00032221592058456446
1e-08,0.0003228609873179506,0.00032286099734595106
1e-08,0.0003235073554618661,0.00032350736554373233
1e-08,0.00032415501763300054,0.0003241550277690437
1e-08,0.0003248039764289691,0.0003248039866195023
1e-08,0.0003254542344473946,0.0003254542446927326
1e-08,0.0003261057942858983,0.000326105804586358
1e-08,0.00032675865854245854,0.00032675866889835854
1e-08,0.0003274128298272887,0.0003274128402389495
1e-08,0.00032806831076563435,0.0003280683212333784
1e-08,0.00032872510398366216,0.00032872511450781375
1e-08,0.0003293832121075397,0.00032938322268842514
1e-08,0.00033004263776343425,0.0003300426484013818
1e-08,0.0003307033835817257,0.0003307033942770655
1e-08,0.00033136545221198007,0.0003313654629650442
1e-08,0.00033202884630922317,0.00033202885712034584
1e-08,0.00033269356852848114,0.0003326935793979983
1e-08,0.0003333596215247802,0.0003333596324530299
1e-08,0.0003340270079537257,0.00033402701894104825
1e-08,0.00033469573048476326,0.0003346957415315005
1e-08,0.0003353657918014585,0.00033536580290795465
1e-08,0.00033603719458801353,0.0003360372057546147
1e-08,0.00033670994152862956,0.0003367099527556841
1e-08,0.00033738403530750885,0.0003373840465953671
1e-08,0.00033805947861419036,0.00033805948996320465
1e-08,0.0003387362741578558,0.0003387362855683805
1e-08,0.00033941442465220285,0.0003394144361245946
1e-08,0.00034009393281093003,0.00034009394434554764
1e-08,0.0003407748013477357,0.0003407748129449399
1e-08,0.0003414570329772067,0.0003414570446373605
1e-08,0.000342140630429365,0.0003421406421528335
1e-08,0.00034282559644731607,0.00034282560823446664
1e-08,0.0003435119337745788,0.00034351194562578076
1e-08,0.00034419964515467225,0.0003441996570702974
1e-08,0.0003448887333311197,0.00034488874531154193
1e-08,0.00034557920105409215,0.00034557921309968763
1e-08,0.00034627105109358026,0.00034627106320472725
1e-08,0.00034696428622325127,0.00034696429840033044
1e-08,0.0003476589092167718,0.0003476589214601661
1e-08,0.00034835492284780945,0.0003483549351579038
1e-08,0.00034905232989132783,0.0003490523422685097
1e-08,0.00034975113313928115,0.00034975114558394034
1e-08,0.0003504513353955676,0.0003504513479080961
1e-08,0.00035115293946433405,0.0003511529520451263
1e-08,0.0003518559481497274,0.00035185596079918006
1e-08,0.00035256036425591956,0.00035256037697443184
1e-08,0.00035326619059520414,0.0003532662033831774
1e-08,0.0003539734299996053,0.00035397344285744336
1e-08,0.00035468208530408415,0.0003546820982321933
1e-08,0.0003553921593436024,0.0003553921723423913
1e-08,0.0003561036549531205,0.0003561036680230003
1e-08,0.0003568165749694224,0.00035681658811080656
1e-08,0.0003575309222477553,0.0003575309354610598
1e-08,0.0003582466996541013,0.0003582467129397447
1e-08,0.00035896391005457414,0.0003589639234129774
1e-08,0.00035968255631528854,0.00035968256974687506
1e-08,0.0003604026413024322,0.00036040265480762794
1e-08,0.0003611241678919301,0.0003611241814711637
1e-08,0.00036184713897909597,0.0003618471526327985
1e-08,0.00036257155746154,0.000362571571190145
1e-08,0.0003632974262368719,0.0003632974400408157
1e-08,0.000364024748202702,0.00036402476208242344
1e-08,0.00036475352625912335,0.0003647535402150637
1e-08,0.0003654837633260447,0.00036548377735864804
1e-08,0.00036621546233285817,0.0003662154764425713
1e-08,0.0003669486262090157,0.00036694864039628794
1e-08,0.00036768325788396803,0.0003676832721492514
1e-08,0.00036841936028732963,0.00036841937463107886
1e-08,0.00036915693636017905,0.0003691569507828515
1e-08,0.00036989598906241223,0.00036989600356446815
1e-08,0.00037063652135567156,0.00037063653593757376
1e-08,0.0003713785362016001,0.0003713785508638143
1e-08,0.000372122036561841,0.0003721220513048356
1e-08,0.0003728670254013386,0.00037286704022558483
1e-08,0.0003736135057060347,0.0003736135206120065
1e-08,0.0003743614804700985,0.00037436149545827285
1e-08,0.00037511095268771827,0.0003751109677585747
1e-08,0.0003758619253530825,0.0003758619405071036
1e-08,0.00037661440146068647,0.0003766144166983576
1e-08,0.0003773683840183005,0.0003773683993401101
1e-08,0.00037812387605172775,0.00037812389145816685
1e-08,0.0003788808805880596,0.0003788808960796225
1e-08,0.0003796394006543865,0.0003796394162315702
1e-08,0.0003803994392777997,0.00038039945494110417
1e-08,0.00038116099948968613,0.00038116101523961445
1e-08,0.0003819240843433983,0.00038192410018045655
1e-08,0.0003826886968992882,0.00038268871282398523
1e-08,0.0003834548402177113,0.00038345485623055936
1e-08,0.0003842225173590233,0.00038422253346053744
1e-08,0.0003849917313841044,0.0003849917475748028
1e-08,0.0003857624853689661,0.00038576250164937
1e-08,0.00038653478240668237,0.0003865347987773161
1e-08,0.00038730862559123864,0.0003873086420526298
1e-08,0.0003880840180166206,0.0003880840345692998
1e-08,0.0003888609627768132,0.00038886097942131417
1e-08,0.0003896394629712925,0.0003896394797081524
1e-08,0.00039041952172219813,0.0003904195385519569
1e-08,0.00039120114215751534,0.0003912011590807166
1e-08,0.00039198432740522837,0.0003919843444224187
1e-08,0.0003927690805933226,0.00039276909770505195
1e-08,0.0003935554048506122,0.0003935554220574337
1e-08,0.0003943433033229153,0.0003943433206253854
1e-08,0.00039513277917197593,0.0003951327965706544
1e-08,0.0003959238355601525,0.0003959238530556025
1e-08,0.00039671647564980316,0.0003967164932425913
1e-08,0.00039751070260328735,0.0003975107202939834
1e-08,0.0003983065195898691,0.00039830653737904623
1e-08,0.0003991039298018556,0.00039910394769009056
1e-08,0.0003999029364363563,0.00039990295442422926
1e-08,0.00040070354269048015,0.0004007035607785747
1e-08,0.00040150575176133653,0.00040150576995023977
1e-08,0.0004023095668472739,0.00040230958513757625
1e-08,0.0004031149911654902,0.00040311500955778583
1e-08,0.00040392202794784177,0.00040392204644272816
1e-08,0.00040473068042657046,0.000404730699024649
1e-08,0.00040554095183391753,0.0004055409705357929
1e-08,0.00040635284540213845,0.00040635286420841914
1e-08,0.00040716636437201296,0.0004071663832833109
1e-08,0.0004079815120074261,0.0004079815310243569
1e-08,0.0004087982915761378,0.00040879831069932086
1e-08,0.0004096167063459089,0.0004096167255759672
1e-08,0.00041043675958450003,0.0004104367789220605
1e-08,0.0004112584545614492,0.00041125847400714203
1e-08,0.0004120817945669165,0.0004120818141213761
1e-08,0.0004129067829043518,0.00041290680256821614
1e-08,0.00041373342287742465,0.0004137334426513357
1e-08,0.0004145617177898052,0.0004145617376744085
1e-08,0.00041539167094521267,0.00041539169094115773
1e-08,0.0004162232856576913,0.00041622330576563163
1e-08,0.000417056565264148,0.0004170565854847407
1e-08,0.0004178915131045565,0.000417891533438463
1e-08,0.00041872813251888957,0.00041872815296677493
1e-08,0.00041956642684712114,0.00041956644740965453
1e-08,0.00042040639943168495,0.0004204064201095394
1e-08,0.0004212480536372977,0.0004212480744311504
1e-08,0.00042209139284052534,0.0004220914137510574
1e-08,0.00042293642041804413,0.00042293644144594095
