xi,U_eps_1e-02,U_eps_1e-04,U_eps_1e-06,U_eps_1e-08
-0.44499999999999995,0.8816331148184553,0.6139395698498363,0.5775875455866756,0.5710256896060275
-0.4445,0.8821638484366099,0.6142837196617953,0.5779061969291357,0.5713398932946946
-0.44399999999999995,0.8826948452320235,0.6146281165891149,0.5782250651983732,0.5716543090398126
-0.4435,0.8832261046081418,0.6149727609400686,0.5785441506344579,0.5719689370713421
-0.44299999999999995,0.8837576259629881,0.6153176530234663,0.5788634534775483,0.5722837776197071
-0.4425,0.8842894086918653,0.6156627931494192,0.5791829739686438,0.5725988309157967
-0.44199999999999995,0.88482145218462,0.616008181628264,0.5795027123492816,0.5729140971909669
-0.4415,0.8853537558283611,0.6163538187712532,0.5798226688611069,0.5732295766770416
-0.44099999999999995,0.8858863190047073,0.6166997048906898,0.5801428437466603,0.5735452696063145
-0.4405,0.8864191410925227,0.6170458402990665,0.5804632372489577,0.5738611762115507
-0.43999999999999995,0.886952221465147,0.6173922253101266,0.5807838496111506,0.5741772967259878
-0.4395,0.8874855594931479,0.6177388602382993,0.5811046810773335,0.5744936313833376
-0.43899999999999995,0.8880191545415348,0.6180857453983767,0.5814257318920144,0.5748101804177879
-0.4385,0.8885530059725283,0.6184328811065491,0.5817470022998718,0.5751269440640039
-0.43799999999999994,0.8890871131427563,0.6187802676793602,0.5820684925465647,0.5754439225571293
-0.4375,0.8896214754074582,0.6191279054340679,0.5823902028781068,0.5757611161327885
-0.43699999999999994,0.8901560921134163,0.6194757946891989,0.5827121335407249,0.5760785250270882
-0.4365,0.8906909626031674,0.6198239357634725,0.5830342847816541,0.5763961494766183
-0.43599999999999994,0.8912260862192497,0.6201723289767166,0.583356656848427,0.5767139897184542
-0.4355,0.8917614623013868,0.6205209746497009,0.5836792499888417,0.5770320459901578
-0.43499999999999994,0.8922970901779113,0.6208698731034402,0.5840020644517183,0.5773503185297794
-0.4345,0.8928329691742733,0.6212190246603426,0.5843251004861236,0.5776688075758594
-0.43399999999999994,0.8933690986159238,0.6215684296433744,0.5846483583414499,0.5779875133674297
-0.4335,0.8939054778254654,0.6219180883760121,0.5849718382681117,0.5783064361440154
-0.43299999999999994,0.8944421061139728,0.6222680011831639,0.5852955405167256,0.5786255761456367
-0.4325,0.8949789827896049,0.6226181683900097,0.5856194653383002,0.5789449336128095
-0.43199999999999994,0.8955161071605207,0.6229685903226453,0.5859436129848545,0.5792645087865488
-0.4315,0.8960534785319967,0.6233192673083612,0.5862679837085712,0.5795843019083684
-0.43099999999999994,0.8965910961976462,0.6236701996746441,0.5865925777620973,0.579904313220284
